context,trait,cos_to_null,cos_to_null_axis_removed,axis_frac_of_trait_vec,u_axis_proj,u_norm,u_axis_frac
auto_grader,assertiveness,0.9024636745452881,0.9037136435508728,0.06805184483528137,-169.92837524414062,2169.2958984375,0.006136126350611448
auto_grader,confidence,0.9329180717468262,0.9307352304458618,0.07263441383838654,45.21355438232422,2400.301025390625,0.0003548181848600507
auto_grader,deference,0.9131561517715454,0.9131806492805481,3.9908650251163635e-06,-18.584678649902344,2238.109130859375,6.895214028190821e-05
auto_grader,empathy,0.9035335183143616,0.9067063331604004,0.025323817506432533,-177.68682861328125,2235.652587890625,0.006316868122667074
auto_grader,honesty,0.9141209125518799,0.9147402048110962,0.0013872776180505753,-146.0465545654297,2054.057373046875,0.005055423825979233
auto_grader,impulsivity,0.9057837724685669,0.9045920372009277,0.0171250831335783,-168.80299377441406,2320.32958984375,0.005292501300573349
auto_grader,risk_taking,0.9030643701553345,0.9034011363983154,0.0017776698805391788,0.4963188171386719,2508.118408203125,3.9158443598807935e-08
auto_grader,warmth,0.9080820083618164,0.9116742610931396,0.030758686363697052,-256.8705139160156,2199.237548828125,0.013642193749547005
human_evaluator,assertiveness,0.922239363193512,0.9274651408195496,0.08302249014377594,-180.09304809570312,1801.2945556640625,0.009995956905186176
human_evaluator,confidence,0.9506038427352905,0.9514796733856201,0.08871907740831375,-16.117265701293945,1899.827880859375,7.197045488283038e-05
human_evaluator,deference,0.9650655388832092,0.9652279615402222,0.0005636178539134562,-41.93903350830078,1777.79150390625,0.0005565128521993756
human_evaluator,empathy,0.9358463287353516,0.9415226578712463,0.032257165759801865,-170.87213134765625,1800.1065673828125,0.009010441601276398
human_evaluator,honesty,0.9496250748634338,0.9541852474212646,0.009621134959161282,-159.66110229492188,1645.4268798828125,0.009415451437234879
human_evaluator,impulsivity,0.9595770835876465,0.9595458507537842,0.02141142264008522,-254.92733764648438,1875.7264404296875,0.018471144139766693
human_evaluator,risk_taking,0.9553384184837341,0.9553723335266113,0.0005168679635971785,-119.5550537109375,2062.13671875,0.0033612519036978483
human_evaluator,warmth,0.9301434755325317,0.936301052570343,0.038443829864263535,-222.3819580078125,1776.9498291015625,0.01566206105053425
simulated_env,assertiveness,0.9243642091751099,0.9234601259231567,0.04636567831039429,-77.8790512084961,1980.435546875,0.0015463929157704115
simulated_env,confidence,0.9157605171203613,0.9116848111152649,0.05403163656592369,-6.989368438720703,2225.463134765625,9.863592822512146e-06
simulated_env,deference,0.933925986289978,0.9339520931243896,0.00017600318824406713,-38.58790588378906,2034.468505859375,0.00035974974161945283
simulated_env,empathy,0.9463682174682617,0.9465291500091553,0.009308381006121635,19.954105377197266,1960.15283203125,0.00010362979082856327
simulated_env,honesty,0.9452998638153076,0.9455820322036743,0.0006183181540109217,-83.64532470703125,1900.00830078125,0.00193808285985142
simulated_env,impulsivity,0.9412205815315247,0.9405052065849304,0.011869814246892929,-179.46942138671875,1822.438232421875,0.009697847999632359
simulated_env,risk_taking,0.9570236206054688,0.9571154713630676,0.0007720415014773607,-62.187381744384766,2131.00244140625,0.0008516019443050027
simulated_env,warmth,0.9466629028320312,0.9463902711868286,0.007463826332241297,-69.09043884277344,1943.0966796875,0.0012642910005524755
real_deployment,assertiveness,0.9445153474807739,0.9446918368339539,0.049085091799497604,-169.00857543945312,1800.5997314453125,0.00881014484912157
real_deployment,confidence,0.8794272541999817,0.8736643195152283,0.067349873483181,-42.58161926269531,1941.9481201171875,0.0004808051453437656
real_deployment,deference,0.9475662112236023,0.947905421257019,0.0010412494884803891,-46.83445739746094,1820.2010498046875,0.0006620522472076118
real_deployment,empathy,0.9561880826950073,0.9561879634857178,0.007547068875283003,-28.78792953491211,1653.2056884765625,0.00030322643578983843
real_deployment,honesty,0.9494936466217041,0.9501568675041199,0.0014282878255471587,-130.43807983398438,1718.9376220703125,0.005758222658187151
real_deployment,impulsivity,0.9732765555381775,0.9731886982917786,0.01844743825495243,-198.7505645751953,1604.5767822265625,0.01534248422831297
real_deployment,risk_taking,0.8794451355934143,0.8798621296882629,0.00028831252711825073,-215.0375518798828,1925.476806640625,0.012472458183765411
real_deployment,warmth,0.9562879800796509,0.9562263488769531,0.009437374770641327,-40.28144073486328,1703.0306396484375,0.0005594549584202468
under_evaluation,assertiveness,0.9130640029907227,0.9114792346954346,0.04359055310487747,-33.885986328125,2348.006591796875,0.00020827713888138533
under_evaluation,confidence,0.9075636267662048,0.9030647277832031,0.054076988250017166,96.40066528320312,2709.91796875,0.0012654579477384686
under_evaluation,deference,0.9454876184463501,0.9454885721206665,1.0380918865848798e-05,37.56917190551758,2441.225830078125,0.0002368357963860035
under_evaluation,empathy,0.9238982200622559,0.9238370656967163,0.008750054985284805,-51.17192459106445,2492.25,0.000421580218244344
under_evaluation,honesty,0.9491282105445862,0.9495755434036255,0.0009692187304608524,18.29418182373047,2131.38720703125,7.367180660367012e-05
under_evaluation,impulsivity,0.948538064956665,0.9481651782989502,0.008548488840460777,-86.34306335449219,2292.615478515625,0.0014183796010911465
under_evaluation,risk_taking,0.8878577947616577,0.8878600001335144,5.542240251088515e-05,42.04502868652344,2588.23828125,0.0002638886508066207
under_evaluation,warmth,0.9231343865394592,0.9228259921073914,0.009474221616983414,-90.01315307617188,2423.3662109375,0.0013796653365716338
unobserved,assertiveness,0.9675341248512268,0.9673779606819153,0.03900237753987312,-90.67881774902344,1419.63916015625,0.004079957026988268
unobserved,confidence,0.9540725350379944,0.9518970251083374,0.04854414984583855,-31.21634292602539,1737.88134765625,0.00032264410401694477
unobserved,deference,0.9603651165962219,0.9607555866241455,0.001151197124272585,-18.29218101501465,1521.190185546875,0.0001445985835744068
unobserved,empathy,0.9695999026298523,0.9697378873825073,0.008032350800931454,-36.20698547363281,1455.927490234375,0.0006184509838931262
unobserved,honesty,0.9684709906578064,0.9685793519020081,0.00023634890385437757,-34.598121643066406,1423.6427001953125,0.0005906132282689214
unobserved,impulsivity,0.968589723110199,0.968318521976471,0.016881359741091728,-173.5277862548828,1347.31103515625,0.01658831723034382
unobserved,risk_taking,0.9703924655914307,0.9704619646072388,6.844231847935589e-07,-119.8603286743164,1644.10009765625,0.005314890295267105
unobserved,warmth,0.9697064161300659,0.96954345703125,0.006460682488977909,-78.64987182617188,1466.6484375,0.0028757022228091955
coding_harness,assertiveness,0.910427987575531,0.9088211059570312,0.044378612190485,-313.06732177734375,1766.5074462890625,0.03140830621123314
coding_harness,confidence,0.6992787718772888,0.6836271286010742,0.057774074375629425,-172.61192321777344,1677.0634765625,0.010593577288091183
coding_harness,deference,0.9266928434371948,0.9278172850608826,0.0019077813485637307,-255.98768615722656,1790.1749267578125,0.020447831600904465
coding_harness,empathy,0.8430604934692383,0.8425203561782837,0.0031497322488576174,-270.2684631347656,1838.6492919921875,0.02160692773759365
coding_harness,honesty,0.9254502058029175,0.9254697561264038,4.834142964682542e-05,-271.3553466796875,1601.47509765625,0.02871021255850792
coding_harness,impulsivity,0.9663394689559937,0.9672254323959351,0.00394078204408288,-206.26812744140625,1348.757080078125,0.023388197645545006
coding_harness,risk_taking,0.8676452040672302,0.8679276704788208,0.001706967712379992,-140.86280822753906,1600.1966552734375,0.007749007549136877
coding_harness,warmth,0.8472633957862854,0.8463543653488159,0.006729199551045895,-336.8194580078125,1786.4002685546875,0.03554975986480713
nonsense,assertiveness,0.9727967381477356,0.9727620482444763,0.038471054285764694,-26.14120101928711,1289.5960693359375,0.00041090708691626787
nonsense,confidence,0.9142276048660278,0.910278856754303,0.06254314631223679,42.40257263183594,1417.2406005859375,0.0008951530908234417
nonsense,deference,0.9422380924224854,0.9450725317001343,0.0068692308850586414,64.66499328613281,1343.2996826171875,0.002317355712875724
nonsense,empathy,0.9619867205619812,0.9619916677474976,0.007281799800693989,15.853431701660156,1322.6890869140625,0.0001436583697795868
nonsense,honesty,0.9611454010009766,0.961307942867279,0.0003542260092217475,2.277772903442383,1326.0374755859375,2.950592033812427e-06
nonsense,impulsivity,0.9716132283210754,0.9729208946228027,0.029289670288562775,-64.36447143554688,1156.0445556640625,0.0030998685397207737
nonsense,risk_taking,0.9647604823112488,0.9658212065696716,0.0011365843238309026,37.29019546508789,1280.496337890625,0.0008480720571242273
nonsense,warmth,0.9559005498886108,0.9582898020744324,0.022772368043661118,-60.29417419433594,1328.8359375,0.002058770740404725
farmer,assertiveness,0.8557256460189819,0.8570026159286499,0.08224770426750183,-1123.19677734375,2135.866943359375,0.27654343843460083
farmer,confidence,0.524896502494812,0.5029281973838806,0.044229280203580856,-1107.71923828125,2126.1171875,0.27144700288772583
farmer,deference,0.6011861562728882,0.6012279987335205,0.0004959062207490206,-1089.957275390625,2132.11083984375,0.261336088180542
farmer,empathy,0.42800161242485046,0.4242860972881317,0.013329475186765194,-1007.1752319335938,2057.57275390625,0.2396070659160614
farmer,honesty,0.902972936630249,0.9050965905189514,0.00475079333409667,-1029.152587890625,1972.0174560546875,0.27235662937164307
farmer,impulsivity,0.9319337010383606,0.9315809011459351,0.022946974262595177,-1135.5396728515625,2072.626708984375,0.30016669631004333
farmer,risk_taking,0.6126160621643066,0.618916928768158,0.015055054798722267,-1131.361328125,2236.217041015625,0.2559615671634674
farmer,warmth,0.29086971282958984,0.28339821100234985,0.025860894471406937,-1000.649169921875,2037.41650390625,0.2412148416042328
politician,assertiveness,0.7689578533172607,0.7664365768432617,0.0904797837138176,-1472.235107421875,2705.044677734375,0.29621389508247375
politician,confidence,0.7901998162269592,0.7804117202758789,0.10120394080877304,-1438.698486328125,2633.8046875,0.29838189482688904
politician,deference,0.6290413737297058,0.63314288854599,0.014870325103402138,-1356.76904296875,2605.89453125,0.27108046412467957
politician,empathy,0.8660988807678223,0.8675680160522461,0.02031792886555195,-1281.4256591796875,2399.0009765625,0.2853158414363861
politician,honesty,0.7720815539360046,0.7840474843978882,0.03047465719282627,-1398.207763671875,2454.750244140625,0.32443591952323914
politician,impulsivity,0.332486093044281,0.32556891441345215,0.008724040351808071,-1471.481201171875,2532.2783203125,0.33766546845436096
politician,risk_taking,0.7475193738937378,0.7486161589622498,0.005239679478108883,-1509.2757568359375,2724.59375,0.30685532093048096
politician,warmth,0.8247733116149902,0.8250056505203247,0.02115817926824093,-1333.2156982421875,2498.1376953125,0.28481847047805786
therapist,assertiveness,0.7465693950653076,0.7513317465782166,0.14044398069381714,-749.9227905273438,1989.71826171875,0.1420527994632721
therapist,confidence,0.19414865970611572,0.15024204552173615,0.0607423335313797,-568.801513671875,1791.7135009765625,0.10078231990337372
therapist,deference,0.8811478614807129,0.8835788369178772,0.0064043207094073296,-546.8693237304688,1833.67138671875,0.08894553780555725
therapist,empathy,0.9028772711753845,0.9074606895446777,0.03057054989039898,-429.28778076171875,1644.9521484375,0.06810680776834488
therapist,honesty,0.9004271626472473,0.9052146673202515,0.010644673369824886,-594.6484985351562,1684.3472900390625,0.12463997304439545
therapist,impulsivity,0.9100732207298279,0.9094550609588623,0.024225343018770218,-615.3023681640625,1736.1773681640625,0.12559981644153595
therapist,risk_taking,0.679803729057312,0.6840507984161377,0.008730457164347172,-625.2708740234375,1943.8446044921875,0.10346970707178116
therapist,warmth,0.7612940669059753,0.7620031237602234,0.029847078025341034,-511.8824157714844,1753.27099609375,0.08523979038000107
drill_sergeant,assertiveness,0.8038575649261475,0.8042027354240417,0.09469492733478546,-1463.9921875,2838.197998046875,0.2660677134990692
drill_sergeant,confidence,0.7520074844360352,0.7385519742965698,0.07517573982477188,-1393.4306640625,2904.603515625,0.2301425337791443
drill_sergeant,deference,0.23632550239562988,0.23810455203056335,0.021134093403816223,-1430.7545166015625,2961.273193359375,0.23343896865844727
drill_sergeant,empathy,0.1372528076171875,0.12763169407844543,0.03596586361527443,-1246.09033203125,2704.402587890625,0.21230310201644897
drill_sergeant,honesty,0.5533292293548584,0.5614609718322754,0.029007643461227417,-1341.6494140625,2578.02685546875,0.2708340585231781
drill_sergeant,impulsivity,0.41948971152305603,0.4109279215335846,0.017704414203763008,-1308.17626953125,2463.318359375,0.2820275127887726
drill_sergeant,risk_taking,0.8719505071640015,0.872059166431427,0.0010278797708451748,-1330.165283203125,2756.03466796875,0.23293887078762054
drill_sergeant,warmth,0.07864051312208176,0.06369713693857193,0.051040250808000565,-1230.3680419921875,2687.216064453125,0.20963552594184875
street_hustler,assertiveness,0.4891606271266937,0.47213539481163025,0.17157936096191406,-1051.58544921875,2220.85107421875,0.22420759499073029
street_hustler,confidence,0.8740885853767395,0.8685067892074585,0.0768733024597168,-1026.9564208984375,2273.09326171875,0.2041124552488327
street_hustler,deference,0.8847115635871887,0.8860878944396973,0.003796657547354698,-992.3626098632812,2239.955078125,0.19627371430397034
street_hustler,empathy,0.789048433303833,0.7889121770858765,0.01629292219877243,-994.12255859375,2186.020263671875,0.20680996775627136
street_hustler,honesty,0.45289891958236694,0.4650976359844208,0.052170027047395706,-1003.5501098632812,2091.843017578125,0.23015473783016205
street_hustler,impulsivity,0.382601797580719,0.3808744549751282,0.001552495756186545,-1097.0511474609375,2068.74072265625,0.2812170684337616
street_hustler,risk_taking,0.7513372302055359,0.75514817237854,0.013884339481592178,-1144.856689453125,2333.0986328125,0.24078871309757233
street_hustler,warmth,0.7979257702827454,0.7997551560401917,0.03216244652867317,-971.240478515625,2153.531005859375,0.2034001648426056
professor,assertiveness,0.8486111164093018,0.8453384637832642,0.05169104412198067,-991.8102416992188,2236.120849609375,0.19672821462154388
professor,confidence,0.525947630405426,0.4973461925983429,0.081061452627182,-1076.344482421875,2365.733642578125,0.20700021088123322
professor,deference,0.6448585987091064,0.6465540528297424,0.004176493268460035,-950.2537841796875,2156.556884765625,0.1941588968038559
professor,empathy,0.547321617603302,0.5456659197807312,0.0032653524540364742,-1004.4403076171875,2277.42431640625,0.19451825320720673
professor,honesty,0.840812087059021,0.8473414182662964,0.015473786741495132,-1079.87939453125,2125.555908203125,0.258110374212265
professor,impulsivity,0.9181374311447144,0.9170843362808228,0.015392954461276531,-1078.764404296875,2228.7802734375,0.2342710942029953
professor,risk_taking,0.7920534610748291,0.7921923398971558,2.4788363589323126e-05,-925.2179565429688,2457.97314453125,0.14168822765350342
