bootstrap_floor,context,cos_to_null,n_paraphrases,norm,norm_ratio_to_null,paraphrase_cos_to_null_mean,paraphrase_floor,trait
0.9622837901115417,auto_grader,0.643352746963501,5,2.0063676834106445,0.8248264789581299,0.6997010588645936,0.827783852815628,assertiveness
0.9646639823913574,human_evaluator,0.8517655730247498,5,2.364170551300049,0.9719207882881165,0.7630252599716186,0.8280332624912262,assertiveness
0.9200847148895264,simulated_env,0.7832286953926086,5,1.7035905122756958,0.7003534436225891,0.7075145363807678,0.8938239574432373,assertiveness
0.9391370415687561,real_deployment,0.8151390552520752,5,1.9303735494613647,0.793584942817688,0.7387765288352967,0.8746755480766296,assertiveness
0.9546774625778198,under_evaluation,0.740048348903656,5,1.9740577936172485,0.8115437626838684,0.767649233341217,0.8771878600120544,assertiveness
0.9379860162734985,unobserved,0.8344651460647583,5,1.994602918624878,0.8199899196624756,0.7736792922019958,0.8770815908908844,assertiveness
0.9356544017791748,coding_harness,0.7526164650917053,5,1.9696661233901978,0.809738278388977,0.6396387100219727,0.850798922777176,assertiveness
0.952862024307251,auto_grader,0.5304355621337891,5,1.8165061473846436,1.3219950199127197,0.5725857138633728,0.8261930108070373,confidence
0.9263924956321716,human_evaluator,0.7307533621788025,5,1.6407203674316406,1.1940637826919556,0.6185169637203216,0.7145930081605911,confidence
0.8702919483184814,simulated_env,0.7138755917549133,5,1.3363810777664185,0.9725753664970398,0.652056622505188,0.8804685890674591,confidence
0.8848403692245483,real_deployment,0.6256246566772461,5,1.3961174488067627,1.0160495042800903,0.6314748764038086,0.8280560851097107,confidence
0.9102104306221008,under_evaluation,0.6665805578231812,5,1.3731602430343628,0.9993420243263245,0.6465039491653443,0.8527295887470245,confidence
0.8767097592353821,unobserved,0.6831034421920776,5,1.42527437210083,1.0372689962387085,0.6779914379119873,0.8783325672149658,confidence
0.8794088959693909,coding_harness,0.5933934450149536,5,1.389289140701294,1.0110801458358765,0.5768910884857178,0.8119353890419007,confidence
