bootstrap_floor,context,cos_to_null,n_paraphrases,norm,norm_ratio_to_null,paraphrase_cos_to_null_mean,paraphrase_floor,trait
0.991197407245636,auto_grader,0.8082732558250427,5,75.06690216064453,1.0463569164276123,0.7632070660591126,0.9035285472869873,assertiveness
0.9919514060020447,human_evaluator,0.9003329873085022,5,76.11788940429688,1.0610065460205078,0.8799022078514099,0.9304850339889527,assertiveness
0.9911782741546631,simulated_env,0.9248906373977661,5,75.98402404785156,1.059140682220459,0.9030480861663819,0.9603988647460937,assertiveness
0.992357611656189,real_deployment,0.8734140396118164,5,77.27532958984375,1.0771400928497314,0.8724441409111023,0.9433943748474121,assertiveness
0.9916782975196838,under_evaluation,0.8958590626716614,5,73.86952209472656,1.0296666622161865,0.870963191986084,0.934224534034729,assertiveness
0.9906164407730103,unobserved,0.9171597957611084,5,74.20133972167969,1.0342918634414673,0.9145706534385681,0.9601188838481903,assertiveness
0.9867005944252014,coding_harness,0.8450830578804016,5,67.34595489501953,0.9387346506118774,0.7989254236221314,0.9370093703269958,assertiveness
0.9928410053253174,auto_grader,0.8199821710586548,5,84.37873077392578,1.0914385318756104,0.764997124671936,0.9099263489246369,confidence
0.9931066632270813,human_evaluator,0.8837790489196777,5,82.68660736083984,1.0695509910583496,0.8691013813018799,0.9267378985881806,confidence
0.992548942565918,simulated_env,0.914603054523468,5,81.82424926757812,1.058396339416504,0.8901039123535156,0.9658713161945343,confidence
0.9935538172721863,real_deployment,0.8652558326721191,5,85.21417999267578,1.1022450923919678,0.8403444409370422,0.9404151260852813,confidence
0.9945498108863831,under_evaluation,0.8706362247467041,5,87.8228988647461,1.1359888315200806,0.8315116167068481,0.9370364725589753,confidence
0.9937260746955872,unobserved,0.8967134952545166,5,89.7567367553711,1.1610031127929688,0.9020497322082519,0.9609586536884308,confidence
0.9916038513183594,coding_harness,0.8485192060470581,5,82.42155456542969,1.0661225318908691,0.7886319994926453,0.951312392950058,confidence
0.9547542929649353,auto_grader,0.7849040627479553,5,33.36188888549805,1.1128120422363281,0.7084294319152832,0.887069183588028,deference
0.9602319598197937,human_evaluator,0.8376935720443726,5,34.69309616088867,1.1572154760360718,0.7786091327667236,0.9108329713344574,deference
0.9629278779029846,simulated_env,0.8556445837020874,5,36.51055908203125,1.2178384065628052,0.8302737474441528,0.9467314541339874,deference
0.9707180857658386,real_deployment,0.7910873889923096,5,39.189640045166016,1.3072012662887573,0.7593954563140869,0.9312627673149109,deference
0.959534227848053,under_evaluation,0.8458064198493958,5,33.86005783081055,1.1294288635253906,0.7927001237869262,0.9270156741142273,deference
0.9618883728981018,unobserved,0.8655044436454773,5,36.481693267822266,1.2168755531311035,0.8423645734786988,0.9544230222702026,deference
0.9404029846191406,coding_harness,0.7905433177947998,5,31.502256393432617,1.0507824420928955,0.7388752102851868,0.9225567817687989,deference
0.9892722368240356,auto_grader,0.8341049551963806,5,70.02021789550781,0.8640874028205872,0.7764498114585876,0.9205752432346344,empathy
0.9922805428504944,human_evaluator,0.908292293548584,5,79.25161743164062,0.9780078530311584,0.8887581586837768,0.9373027861118317,empathy
0.9925898909568787,simulated_env,0.9268244504928589,5,83.19632720947266,1.026687741279602,0.9167974591255188,0.9677875757217407,empathy
0.9941521883010864,real_deployment,0.8780750036239624,5,88.12400817871094,1.0874979496002197,0.8773954510688782,0.9581965267658233,empathy
0.9915611147880554,under_evaluation,0.9103168249130249,5,75.75103759765625,0.9348087906837463,0.8820879459381104,0.9491823077201843,empathy
