context,trait,cos_to_null,cos_to_null_axis_removed,axis_frac_of_trait_vec,u_axis_proj,u_norm,u_axis_frac
auto_grader,assertiveness,0.9016655683517456,0.903151273727417,0.06805184483528137,-171.10308837890625,2168.114501953125,0.006228039041161537
auto_grader,confidence,0.9329870939254761,0.9307800531387329,0.07263441383838654,45.55221939086914,2399.982177734375,0.0003602491633500904
auto_grader,deference,0.9133671522140503,0.9133923053741455,3.9908650251163635e-06,-20.300357818603516,2237.398193359375,8.232292020693421e-05
auto_grader,empathy,0.9032754898071289,0.9065300822257996,0.025323817506432533,-177.75863647460938,2235.896240234375,0.0063205985352396965
auto_grader,honesty,0.9141968488693237,0.9148012399673462,0.0013872776180505753,-148.09146118164062,2053.689208984375,0.005199846345931292
auto_grader,impulsivity,0.9056864976882935,0.9044778347015381,0.0171250831335783,-169.26715087890625,2321.63427734375,0.005315666552633047
auto_grader,risk_taking,0.9029251337051392,0.9033411741256714,0.0017776698805391788,-0.3096961975097656,2509.08349609375,1.5234965289323554e-08
auto_grader,warmth,0.9080120325088501,0.9115793108940125,0.030758686363697052,-257.0406494140625,2198.85986328125,0.013664962723851204
human_evaluator,assertiveness,0.9211667776107788,0.9266635775566101,0.08302249014377594,-181.26768493652344,1800.10888671875,0.010140122845768929
human_evaluator,confidence,0.9507179856300354,0.9515637159347534,0.08871907740831375,-15.778667449951172,1899.650390625,6.899114669067785e-05
human_evaluator,deference,0.9649412631988525,0.9651014804840088,0.0005636178539134562,-43.65478515625,1776.9886474609375,0.0006035238038748503
human_evaluator,empathy,0.9354593753814697,0.941230297088623,0.032257165759801865,-170.9439239501953,1800.55908203125,0.009013483300805092
human_evaluator,honesty,0.9497014284133911,0.9542224407196045,0.009621134959161282,-161.70599365234375,1645.04150390625,0.00966270174831152
human_evaluator,impulsivity,0.9595842361450195,0.9595330953598022,0.02141142264008522,-255.39151000976562,1877.1214599609375,0.01851092465221882
human_evaluator,risk_taking,0.955414891242981,0.9554781317710876,0.0005168679635971785,-120.36094665527344,2063.028564453125,0.003403773996978998
human_evaluator,warmth,0.9301505088806152,0.9362801313400269,0.038443829864263535,-222.5521697998047,1776.4652099609375,0.015694597736001015
simulated_env,assertiveness,0.92400062084198,0.9232445955276489,0.04636567831039429,-79.05384826660156,1979.0491943359375,0.0015956320567056537
simulated_env,confidence,0.9158923625946045,0.9118083119392395,0.05403163656592369,-6.6507720947265625,2225.304931640625,8.932334822020493e-06
simulated_env,deference,0.9335978627204895,0.9336228370666504,0.00017600318824406713,-40.30394744873047,2033.493896484375,0.00039283427759073675
simulated_env,empathy,0.9460663199424744,0.9462553262710571,0.009308381006121635,19.882261276245117,1960.8436279296875,0.00010281243885401636
simulated_env,honesty,0.9453437328338623,0.9456160664558411,0.0006183181540109217,-85.69013977050781,1899.376708984375,0.0020353517029434443
simulated_env,impulsivity,0.9411069750785828,0.940388023853302,0.011869814246892929,-179.9335174560547,1824.0191650390625,0.009731176309287548
simulated_env,risk_taking,0.9570023417472839,0.9571361541748047,0.0007720415014773607,-62.9934196472168,2132.035400390625,0.0008729743422009051
simulated_env,warmth,0.9466675519943237,0.9463917016983032,0.007463826332241297,-69.26065063476562,1942.673583984375,0.0012710817391052842
real_deployment,assertiveness,0.9439816474914551,0.9443064332008362,0.049085091799497604,-170.18338012695312,1799.4866943359375,0.008944107219576836
real_deployment,confidence,0.8796805739402771,0.8739038109779358,0.067349873483181,-42.2430534362793,1941.93896484375,0.00047319417353719473
real_deployment,deference,0.9470488429069519,0.9473848938941956,0.0010412494884803891,-48.55037307739258,1819.2861328125,0.0007121691596694291
real_deployment,empathy,0.9559416770935059,0.9559616446495056,0.007547068875283003,-28.859722137451172,1653.7130126953125,0.00030455380328930914
real_deployment,honesty,0.9496253728866577,0.9502733945846558,0.0014282878255471587,-132.48301696777344,1718.5540771484375,0.005942840129137039
real_deployment,impulsivity,0.9734241962432861,0.9733247756958008,0.01844743825495243,-199.21484375,1605.859619140625,0.015389633364975452
real_deployment,risk_taking,0.8802787065505981,0.8806281089782715,0.00028831252711825073,-215.84341430664062,1926.304931640625,0.012555315159261227
real_deployment,warmth,0.9564410448074341,0.9563751220703125,0.009437374770641327,-40.451622009277344,1702.771240234375,0.0005643638432957232
under_evaluation,assertiveness,0.9125046730041504,0.9110507965087891,0.04359055310487747,-35.06056213378906,2346.671142578125,0.0002232201222795993
under_evaluation,confidence,0.9076524376869202,0.9031422138214111,0.054076988250017166,96.7391357421875,2709.815185546875,0.001274456619285047
under_evaluation,deference,0.9451232552528381,0.9451241493225098,1.0380918865848798e-05,35.853363037109375,2440.230712890625,0.00021587284572888166
under_evaluation,empathy,0.9235424995422363,0.9235080480575562,0.008750054985284805,-51.24346160888672,2492.7099609375,0.0004226038872729987
under_evaluation,honesty,0.9492807388305664,0.9497157335281372,0.0009692187304608524,16.24939727783203,2130.469970703125,5.817331839352846e-05
under_evaluation,impulsivity,0.9486924409866333,0.9483276009559631,0.008548488840460777,-86.8071060180664,2294.057373046875,0.0014318648027256131
under_evaluation,risk_taking,0.8886045217514038,0.8885998129844666,5.542240251088515e-05,41.23921203613281,2589.304931640625,0.00025366133195348084
under_evaluation,warmth,0.9232161641120911,0.9229021668434143,0.009474221616983414,-90.18353271484375,2423.075439453125,0.0013852259144186974
unobserved,assertiveness,0.9672411680221558,0.967181384563446,0.03900237753987312,-91.85345458984375,1418.4788818359375,0.004193196538835764
unobserved,confidence,0.9541797637939453,0.9520021677017212,0.04854414984583855,-30.877704620361328,1737.7724609375,0.00031572149600833654
unobserved,deference,0.9601154923439026,0.9605026841163635,0.001151197124272585,-20.008073806762695,1520.27734375,0.00017320673214271665
unobserved,empathy,0.9693596363067627,0.9695191979408264,0.008032350800931454,-36.278770446777344,1456.5623779296875,0.0006203645025379956
unobserved,honesty,0.9685627222061157,0.9686648845672607,0.00023634890385437757,-36.64311218261719,1422.7972412109375,0.0006632826989516616
unobserved,impulsivity,0.9685361385345459,0.968252956867218,0.016881359741091728,-173.99197387695312,1348.9749755859375,0.016636064276099205
unobserved,risk_taking,0.9704762101173401,0.9705198407173157,6.844231847935589e-07,-120.66627502441406,1645.261962890625,0.005379002541303635
unobserved,warmth,0.9696974158287048,0.9695327877998352,0.006460682488977909,-78.82015228271484,1466.43603515625,0.0028890047688037157
nonsense,assertiveness,0.9726202487945557,0.9727412462234497,0.03906437009572983,-25.989776611328125,1290.3104248046875,0.000405710976338014
nonsense,confidence,0.9144946932792664,0.9105453491210938,0.0626978948712349,44.00336456298828,1418.233642578125,0.0009626673418097198
nonsense,deference,0.9429304003715515,0.9455236196517944,0.006337830331176519,62.07151412963867,1343.46142578125,0.0021346863359212875
nonsense,empathy,0.9621654152870178,0.9622181057929993,0.0075174905359745026,16.27066993713379,1323.2149658203125,0.00015119940508157015
nonsense,honesty,0.9611840844154358,0.9613342881202698,0.00034419543226249516,-0.08644676208496094,1326.0928955078125,4.249613994034007e-09
nonsense,impulsivity,0.9713432192802429,0.972664475440979,0.029589487239718437,-61.06858444213867,1157.4283447265625,0.0027838603127747774
nonsense,risk_taking,0.964780330657959,0.9658240675926208,0.0012867697514593601,37.03667449951172,1280.454345703125,0.0008366345427930355
nonsense,warmth,0.9561163783073425,0.9583154320716858,0.0220356285572052,-57.06841278076172,1329.231689453125,0.0018432755023241043
