bootstrap_floor,context,cos_to_null,n_paraphrases,norm,norm_ratio_to_null,paraphrase_cos_to_null_mean,paraphrase_floor,trait
0.9977527856826782,auto_grader,0.9016655683517456,5,2274.54345703125,0.94427090883255,0.8911799550056457,0.9697202324867249,assertiveness
0.9974230527877808,human_evaluator,0.9211667776107788,5,2304.181640625,0.9565751552581787,0.8974997758865356,0.9675571739673614,assertiveness
0.9969010353088379,simulated_env,0.92400062084198,5,2083.646728515625,0.8650206327438354,0.9170540809631348,0.9909334599971771,assertiveness
0.9974909424781799,real_deployment,0.9439816474914551,5,2318.83251953125,0.9626573920249939,0.9334460139274597,0.9874854922294617,assertiveness
0.9969969987869263,under_evaluation,0.9125046730041504,5,2055.43505859375,0.8533086180686951,0.9011674165725708,0.9847406268119812,assertiveness
0.9972760081291199,unobserved,0.9672411680221558,5,2216.469970703125,0.9201618432998657,0.9387402057647705,0.9838032305240632,assertiveness
0.996683657169342,auto_grader,0.9329870939254761,5,1916.9349365234375,1.0408194065093994,0.9292667150497437,0.9761273086071014,confidence
0.9948681592941284,human_evaluator,0.9507179856300354,5,1736.5830078125,0.9428954720497131,0.9433087468147278,0.9748986423015594,confidence
0.9941240549087524,simulated_env,0.9158923625946045,5,1588.9361572265625,0.8627290725708008,0.9021069645881653,0.9855867743492126,confidence
0.9934378266334534,real_deployment,0.8796805739402771,5,1646.730224609375,0.8941089510917664,0.8316868424415589,0.9665329933166504,confidence
0.9942322969436646,under_evaluation,0.9076524376869202,5,1565.0841064453125,0.8497783541679382,0.853611147403717,0.9736370265483856,confidence
0.9939779043197632,unobserved,0.9541797637939453,5,1639.294921875,0.8900719285011292,0.9249718427658081,0.9788700699806213,confidence
0.9842610955238342,auto_grader,0.9133671522140503,5,906.966796875,0.876229465007782,0.893708074092865,0.9664130985736847,deference
0.9849915504455566,human_evaluator,0.9649412631988525,5,1005.33642578125,0.9712653160095215,0.9226750254631042,0.9659228324890137,deference
0.9879783391952515,simulated_env,0.9335978627204895,5,1064.4794921875,1.0284039974212646,0.931318175792694,0.9887921929359436,deference
0.9908640384674072,real_deployment,0.9470488429069519,5,1233.8004150390625,1.1919865608215332,0.9256102561950683,0.9783788681030273,deference
0.9893649220466614,under_evaluation,0.9451232552528381,5,1122.695068359375,1.0846465826034546,0.930336856842041,0.9836576461791993,deference
0.9865415692329407,unobserved,0.9601154923439026,5,1017.298583984375,0.982822060585022,0.9365707397460937,0.9824799299240112,deference
0.9949133992195129,auto_grader,0.9032754898071289,5,1667.5977783203125,0.8717556595802307,0.8921071290969849,0.9700693488121033,empathy
0.994992733001709,human_evaluator,0.9354593753814697,5,1809.65185546875,0.9460160136222839,0.9217174649238586,0.9662150740623474,empathy
0.9956716299057007,simulated_env,0.9460663199424744,5,1801.1793212890625,0.9415869116783142,0.9352490186691285,0.9934475302696228,empathy
0.995662271976471,real_deployment,0.9559416770935059,5,1860.1419677734375,0.9724103212356567,0.9437394142150879,0.9845828354358673,empathy
0.9944869875907898,under_evaluation,0.9235424995422363,5,1643.8472900390625,0.8593398332595825,0.9091838717460632,0.9833122253417969,empathy
0.9958635568618774,unobserved,0.9693596363067627,5,1897.140625,0.9917517900466919,0.9512335777282714,0.9864731788635254,empathy
0.9942484498023987,auto_grader,0.9141968488693237,5,1563.7576904296875,0.8169662356376648,0.9222316145896912,0.9670042037963867,honesty
0.9945325255393982,human_evaluator,0.9497014284133911,5,1720.4837646484375,0.898845911026001,0.9350031018257141,0.9610206186771393,honesty
0.9948195219039917,simulated_env,0.9453437328338623,5,1739.4595947265625,0.908759593963623,0.9544396877288819,0.9928051054477691,honesty
0.9949642419815063,real_deployment,0.9496253728866577,5,1809.0614013671875,0.9451221823692322,0.9497736692428589,0.9894436776638031,honesty
0.9952784180641174,under_evaluation,0.9492807388305664,5,1786.4407958984375,0.9333043694496155,0.9486961841583252,0.9872068762779236,honesty
0.9950653910636902,unobserved,0.9685627222061157,5,1786.1583251953125,0.9331567883491516,0.9671104311943054,0.9859128892421722,honesty
0.9950763583183289,auto_grader,0.9056864976882935,5,1614.5618896484375,0.7904746532440186,0.9101667165756225,0.9806069254875183,impulsivity
0.9947526454925537,human_evaluator,0.9595842361450195,5,1725.8084716796875,0.8449399471282959,0.9422294497489929,0.9735661089420319,impulsivity
0.9953846335411072,simulated_env,0.9411069750785828,5,1765.7418212890625,0.8644909262657166,0.9543016791343689,0.9922668635845184,impulsivity
0.9968680143356323,real_deployment,0.9734241962432861,5,2231.84423828125,1.092690348625183,0.9638502120971679,0.9887604534626007,impulsivity
0.9969449639320374,under_evaluation,0.9486924409866333,5,2094.818115234375,1.0256036520004272,0.9460181474685669,0.9907923936843872,impulsivity
0.9950793981552124,unobserved,0.9685361385345459,5,1748.685546875,0.8561403155326843,0.9616608500480652,0.989868986606598,impulsivity
